,id,algorithm,lower_bounds,upper_bounds,dfd_pdr,dfd_algorithm,mean_localisation_errors_pdr,mean_localisation_errors_algorithm,third_quantile_localisation_errors_pdr,third_quantile_localisation_errors_algorithm
189,16,AOE,20,100,0.07024152327204156,0.11386872873499977,2.9490392320159575,3.90935942257457,4.1025195074791085,5.788165210664076
190,15,AOE,20,100,0.12629952699363642,0.08343798334348425,4.553098999485275,3.6990534154967154,6.091459883724185,5.419915984110616
191,8,AOE,20,100,0.379986014831172,0.24275731516885854,9.267051237626399,7.8734636179642985,13.39165480305109,9.811991835342663
192,13,AOE,90,140,0.03326718505462879,0.02807018246531297,1.4005738445885925,1.3900663434361749,1.8233862593207295,1.8233862593207295
193,10,AOE,90,140,0.38662010950624237,0.22216184889970866,12.95354045379269,12.82645021957367,20.913304519741033,20.846024437555087
194,17,AOE,90,140,0.05355347004177055,0.06525213607773639,2.4454904624953757,2.454475639905388,3.2538225191566075,3.2538225191566075
195,14,AOE,90,140,0.2249477853867765,0.1496550599210912,8.950153390831712,7.471150331924195,12.2049534768212,9.533671342084691
196,19,AOE,90,140,0.0596348610882763,0.06438059291953717,3.856370197033094,3.8345845769795885,4.886944683492949,4.886944683492949
197,4,AOE,90,140,0.1352224224449558,0.11624624909358838,6.240562257949761,5.632707051954015,8.742612809924573,7.731526991973006
198,2,AOE,90,140,0.7383483645600684,0.11703809568860093,19.51287082720274,7.9521583076590705,33.78759191823704,9.921001184333845
199,5,AOE,90,140,0.19541346789072717,0.18968718254155423,7.070493755894075,6.9752834235927175,12.788689590681088,12.597329135080138
200,3,AOE,90,140,0.13268935311318694,0.12580301364536908,4.015369378202639,3.942153664739343,5.860782865182081,5.532395559733118
201,1,AOE,90,140,0.27446629165365777,0.2709993591188725,10.317168875412948,10.158905135236138,17.72707672518522,17.321837467450475
202,7,AOE,90,140,0.20421457929777032,0.12823616959188855,8.013474509836767,7.932358138892725,13.213142214796884,12.709632148296874
203,18,AOE,90,140,0.133368599659097,0.133368599659097,4.003299687334457,4.003299687334457,6.160328796080773,6.160328796080773
204,6,AOE,90,140,0.11731535910593234,0.14846975225934536,5.7572002248098935,5.5622569395499415,7.4605629384124965,7.4605629384124965
205,16,AOE,90,140,0.07024152327204156,0.06271460199382074,2.9490392320159575,2.942843230076047,4.1025195074791085,4.1025195074791085
206,15,AOE,90,140,0.12629952699363642,0.12629952699363642,4.553098999485275,4.553098999485275,6.091459883724185,6.091459883724185
207,8,AOE,90,140,0.379986014831172,0.16627281247271222,9.267051237626399,6.522687568665966,13.39165480305109,8.598234378392117
208,13,AOE,0,20,0.03326718505462879,0.12827898615712913,1.4005738445885925,4.57573343427365,1.8233862593207295,5.815982481972229
209,10,AOE,0,20,0.38662010950624237,0.25994562679391403,12.95354045379269,9.32707421408028,20.913304519741033,8.508867097605918
210,17,AOE,0,20,0.05355347004177055,0.12716324041375307,2.4454904624953757,2.541548232242808,3.2538225191566075,2.4202250013638897
211,14,AOE,0,20,0.2249477853867765,0.1494934519651921,8.950153390831712,9.435713198948998,12.2049534768212,13.671892649909584
212,19,AOE,0,20,0.0596348610882763,0.15493275581156,3.856370197033094,8.801770194628899,4.886944683492949,13.354202494779425
213,4,AOE,0,20,0.1352224224449558,0.20272618553714342,6.240562257949761,8.498422040863666,8.742612809924573,12.333553161558836
